Account Number,Account Type,Balance Date,Balance,Account  Holder ID
45253870,Basic,1/31/2023,273.37,87506602
45275334,Gold,1/31/2023,49.55,57682709
45397824,Basic,1/31/2023,741.62,9569867
45519330,Gold,1/31/2023,840.22,7508128
45543867,Basic,1/31/2023,419.92,79927146
45558696,Basic,1/31/2023,760.19,84299544
45611838,Gold,1/31/2023,784.55,47894104
45631973,Platinum,1/31/2023,762.7,25852850
45639009,Basic,1/31/2023,489.05,73965497
45688415,Gold,1/31/2023,686.92,73942413
45706674,Basic,1/31/2023,390.73,4564384
45740727,Basic,1/31/2023,904.27,22561238
45790907,Basic,1/31/2023,567.67,15667286
45816894,Gold,1/31/2023,227.68,17744712
45822265,Basic,1/31/2023,881.34,53505952
45829157,Platinum,1/31/2023,361.77,5714160
45859156,Gold,1/31/2023,644.5,46451598
45960045,Platinum,1/31/2023,853.47,31158936
45974864,Platinum,1/31/2023,957.27,72524865
46012936,Basic,1/31/2023,120.79,21011115
46059921,Basic,1/31/2023,905.78,23895954
46064017,Gold,1/31/2023,672.77,37018115
46067647,Basic,1/31/2023,677.66,37669793
46073044,Basic,1/31/2023,957.36,18359108
46085917,Gold,1/31/2023,340.16,97306296
46100177,Basic,1/31/2023,979.25,21682428
46133743,Basic,1/31/2023,862.26,82825996
46215382,Gold,1/31/2023,549.77,58028872
46230315,Platinum,1/31/2023,4.43,53996643
46231176,Platinum,1/31/2023,290.35,77230482
46255563,Basic,1/31/2023,565.42,4916037
46322903,Gold,1/31/2023,873.01,37259700
46326165,Basic,1/31/2023,571.8,19158229
46346470,Gold,1/31/2023,787.87,34153444
46355307,Platinum,1/31/2023,152.4,30071790
46442210,Basic,1/31/2023,732.14,52615807
46479025,Joint,1/31/2023,323.03,41398421
46479025,Joint,1/31/2023,323.03,79761721
46525458,Gold,1/31/2023,938.4,77105828
46552077,Basic,1/31/2023,672.51,26545637
46561814,Basic,1/31/2023,216.29,75847765
46597215,Basic,1/31/2023,455.5,56660658
46597728,Platinum,1/31/2023,920.72,12512066
46643937,Gold,1/31/2023,751.73,28934417
46663039,Gold,1/31/2023,989.43,13569919
46730484,Gold,1/31/2023,398.49,16350220
46741126,Gold,1/31/2023,393.18,59108243
46768821,Basic,1/31/2023,458.81,22816223
46790294,Platinum,1/31/2023,855.42,56552781
46792863,Basic,1/31/2023,843.5,26531503
46851905,Gold,1/31/2023,18.23,56781748
46854962,Basic,1/31/2023,364.03,44169078
46879333,Gold,1/31/2023,462.44,74893206
46913859,Gold,1/31/2023,410.19,93325457
46920610,Gold,1/31/2023,124.16,70262832
46925211,Gold,1/31/2023,509.25,69818192
47040996,Gold,1/31/2023,462.95,46110857
47091705,Basic,1/31/2023,54.6,33735025
47115177,Platinum,1/31/2023,759.59,36842629
47127756,Basic,1/31/2023,300.02,8791606
47133143,Basic,1/31/2023,723.52,69543606
47172665,Basic,1/31/2023,11.06,50518210
47226769,Gold,1/31/2023,449.88,81873953
47232232,Gold,1/31/2023,53.44,55533022
47266645,Gold,1/31/2023,207.15,24776043
47313428,Gold,1/31/2023,204.67,55710938
47356348,Gold,1/31/2023,65.95,32390810
47406737,Gold,1/31/2023,963.14,49321899
47414258,Basic,1/31/2023,900.7,57803449
47473145,Basic,1/31/2023,801.43,68762142
47483982,Basic,1/31/2023,661.58,11438840
47582488,Basic,1/31/2023,744.99,31100292
47654093,Basic,1/31/2023,294,26433555
47763906,Platinum,1/31/2023,980.42,18780568
47781255,Basic,1/31/2023,462.62,5512917
47808992,Platinum,1/31/2023,885.16,95475765
47824990,Gold,1/31/2023,704.97,96978594
47886866,Gold,1/31/2023,399.75,38108248
47902339,Basic,1/31/2023,919.92,55617733
47932460,Gold,1/31/2023,785.05,31976521
47964895,Gold,1/31/2023,982.97,22891081
48018851,Basic,1/31/2023,288.26,20075948
48029032,Basic,1/31/2023,422.88,69211895
48050578,Basic,1/31/2023,203.26,90497929
48056301,Gold,1/31/2023,943.28,11321927
48071843,Gold,1/31/2023,997.62,56236132
48075275,Basic,1/31/2023,881.31,57981876
48081999,Gold,1/31/2023,290.89,78483782
48131431,Basic,1/31/2023,809.8,92883385
48185625,Gold,1/31/2023,822.11,66184596
48186857,Basic,1/31/2023,518.26,12700208
48271608,Basic,1/31/2023,343.94,17182847
48318402,Basic,1/31/2023,965.28,99354984
48350476,Gold,1/31/2023,305.2,1521209
48399121,Basic,1/31/2023,984.98,70725292
48429255,Basic,1/31/2023,79.7,74818957
48434572,Basic,1/31/2023,351.7,86742096
48444386,Basic,1/31/2023,962.57,84950892
48491614,Basic,1/31/2023,754.45,78608250
48500030,Basic,1/31/2023,917.05,68739816
48507357,Basic,1/31/2023,980.8,33203354
48524535,Gold,1/31/2023,265.03,20310069
48532894,Joint,1/31/2023,662.86,76964286
48532894,Joint,1/31/2023,662.86,88309455
48553648,Gold,1/31/2023,80.62,41759687
48569537,Gold,1/31/2023,374.69,7788927
48591774,Gold,1/31/2023,422.94,6845246
48625559,Platinum,1/31/2023,797.88,97606407
48654969,Basic,1/31/2023,83.93,52341307
48722022,Joint,1/31/2023,586.44,94490614
48722022,Joint,1/31/2023,586.44,26928407
48733708,Basic,1/31/2023,370.74,6555632
48757991,Gold,1/31/2023,676.6,90895946
48781678,Basic,1/31/2023,401.55,9623851
48783408,Gold,1/31/2023,278.34,55179954
48799650,Gold,1/31/2023,160.75,91651350
48831634,Basic,1/31/2023,146.94,60122537
48860469,Basic,1/31/2023,730.37,11854825
48875351,Platinum,1/31/2023,239.7,78864941
48886521,Basic,1/31/2023,827.29,44502015
48906756,Basic,1/31/2023,996.87,65340811
48911149,Gold,1/31/2023,580.54,51778875
48930319,Basic,1/31/2023,595.65,35262128
48940493,Basic,1/31/2023,394.19,84147309
48976336,Basic,1/31/2023,400.12,2379564
49031081,Gold,1/31/2023,788.18,24648293
49031379,Gold,1/31/2023,373.63,14757678
49039474,Gold,1/31/2023,574.7,17037391
49071892,Basic,1/31/2023,909.58,18835827
49075324,Joint,1/31/2023,301.39,47366845
49075324,Joint,1/31/2023,301.39,72742635
49095464,Platinum,1/31/2023,1.3,88549304
49127699,Gold,1/31/2023,155.53,28015088
49157903,Gold,1/31/2023,601.62,75971916
49172838,Gold,1/31/2023,136.96,1548295
49186099,Basic,1/31/2023,208.24,10782259
49216581,Gold,1/31/2023,911.91,23876156
49253709,Platinum,1/31/2023,473.46,97297822
49310474,Gold,1/31/2023,929.16,34501606
49400211,Basic,1/31/2023,460.24,18358638
49410021,Gold,1/31/2023,508.72,13784602
49427302,Basic,1/31/2023,468.73,20251358
49441522,Platinum,1/31/2023,75.3,57646683
49454023,Basic,1/31/2023,798.72,66047099
49459559,Basic,1/31/2023,467.56,35130088
49467252,Gold,1/31/2023,444.92,52272397
49516533,Gold,1/31/2023,7.4,20713805
49520335,Gold,1/31/2023,198.79,36805450
49533543,Gold,1/31/2023,190.64,16206880
49534905,Joint,1/31/2023,383.91,57942782
49534905,Joint,1/31/2023,383.91,96967491
49536707,Gold,1/31/2023,37.3,60774377
49540328,Basic,1/31/2023,458.12,65277019
49550154,Platinum,1/31/2023,178.14,10336748
49581833,Basic,1/31/2023,117.56,55839727
49696722,Gold,1/31/2023,142.69,79029715
49834565,Platinum,1/31/2023,51.12,10210256
49840526,Basic,1/31/2023,461.64,10370712
49941860,Basic,1/31/2023,655.66,61111226
49961732,Basic,1/31/2023,673.71,99305544
49966528,Basic,1/31/2023,641.18,83784483
50018070,Gold,1/31/2023,450.64,49425928
50024545,Basic,1/31/2023,867.21,59708744
50031425,Basic,1/31/2023,695.18,75476744
50114041,Gold,1/31/2023,60.83,8935296
50115324,Gold,1/31/2023,329.32,98133657
50122119,Basic,1/31/2023,264.61,67753863
50132654,Basic,1/31/2023,562.17,62962601
50150279,Basic,1/31/2023,567.24,84786841
50161801,Gold,1/31/2023,180.69,55912666
50217872,Basic,1/31/2023,667.95,14887469
50219545,Gold,1/31/2023,548.12,67038145
50231864,Gold,1/31/2023,117.34,12946227
50276595,Basic,1/31/2023,686.91,57362740
50324230,Platinum,1/31/2023,945.15,38815306
50335174,Basic,1/31/2023,650.98,86378243
50360111,Gold,1/31/2023,193.83,11865484
50402197,Platinum,1/31/2023,717.07,85920993
50428641,Gold,1/31/2023,271.51,34036419
50463777,Gold,1/31/2023,143.45,6494534
50520009,Platinum,1/31/2023,892.55,42753476
50547726,Basic,1/31/2023,675.06,8321976
50610780,Basic,1/31/2023,536.41,9900406
50624960,Gold,1/31/2023,5.03,49054236
50627436,Gold,1/31/2023,183.41,38704636
50647892,Gold,1/31/2023,540.71,47386744
50693024,Gold,1/31/2023,171.87,97748149
50756739,Gold,1/31/2023,177.65,31236181
50772829,Basic,1/31/2023,47.57,32069845
50813708,Basic,1/31/2023,339.04,98293862
50837270,Gold,1/31/2023,613.53,81090769
50880352,Basic,1/31/2023,12.46,56824202
50887252,Gold,1/31/2023,464.78,66012715
50893310,Gold,1/31/2023,185.13,33246854
50959802,Basic,1/31/2023,821.37,12635292
51079213,Basic,1/31/2023,783.58,60608374
51102699,Basic,1/31/2023,626.91,96206922
51122335,Basic,1/31/2023,219.24,60530138
51198722,Platinum,1/31/2023,559.63,89657415
51266306,Gold,1/31/2023,163.99,37726382
51272805,Gold,1/31/2023,135.47,48081121
51298007,Basic,1/31/2023,427.17,7182927
51313899,Gold,1/31/2023,189.04,81877429
51325070,Basic,1/31/2023,933.4,78984148
51353910,Basic,1/31/2023,523.88,3301964
51358248,Basic,1/31/2023,222.93,99395450
51389636,Basic,1/31/2023,917.98,22633308
51398784,Basic,1/31/2023,909.2,4215019
51401655,Basic,1/31/2023,877.47,4671867
51435617,Gold,1/31/2023,140.46,18878119
51450938,Platinum,1/31/2023,157.37,64641187
51471469,Gold,1/31/2023,611.19,17600617
51493379,Platinum,1/31/2023,436.15,85471389
51504474,Basic,1/31/2023,153.25,96559278
51653690,Basic,1/31/2023,280.41,20545208
51653868,Platinum,1/31/2023,410.88,2370514
51718829,Gold,1/31/2023,260.45,76945325
51771015,Gold,1/31/2023,876.29,22189936
51774315,Gold,1/31/2023,291.01,2084148
51793205,Gold,1/31/2023,715.25,45197893
51906599,Basic,1/31/2023,174.48,54724024
52104303,Gold,1/31/2023,810.97,2746224
52117174,Gold,1/31/2023,932.96,65018825
52125171,Basic,1/31/2023,973.17,84706801
52127978,Gold,1/31/2023,84.8,73234463
52141048,Basic,1/31/2023,102.68,27963433
52146995,Basic,1/31/2023,322.52,45054635
52203356,Gold,1/31/2023,899.39,72553092
52213806,Basic,1/31/2023,597.62,45217783
52230539,Basic,1/31/2023,394.34,37784605
52264506,Gold,1/31/2023,934.07,16174016
52310499,Basic,1/31/2023,954.51,12682518
52317175,Gold,1/31/2023,25.94,68550465
52365238,Basic,1/31/2023,822.17,62840080
52366360,Gold,1/31/2023,465.67,77535077
52390463,Gold,1/31/2023,172.82,9672824
52436120,Platinum,1/31/2023,904.47,29631784
52442629,Basic,1/31/2023,617.92,42457169
52461586,Gold,1/31/2023,596.3,38951641
52468167,Platinum,1/31/2023,369.42,41143639
52480554,Platinum,1/31/2023,263.38,71990550
52560688,Platinum,1/31/2023,622.16,80555623
52747145,Gold,1/31/2023,546.71,4848252
52756904,Basic,1/31/2023,428.77,41913953
52805510,Basic,1/31/2023,580.66,59365876
52814597,Gold,1/31/2023,899.39,92201515
52835507,Gold,1/31/2023,306.68,93521691
52840001,Basic,1/31/2023,746.12,96443965
52855120,Basic,1/31/2023,880.21,72044461
52911248,Gold,1/31/2023,430.16,94153619
52973634,Basic,1/31/2023,417.09,17157524
52996436,Platinum,1/31/2023,883.35,48005282
53006272,Basic,1/31/2023,761.95,18072829
53010345,Basic,1/31/2023,131.63,75944264
53046005,Basic,1/31/2023,669.82,52990414
53059420,Basic,1/31/2023,531.72,98022767
53079883,Basic,1/31/2023,489.35,84826390
53085668,Basic,1/31/2023,199.11,37804238
53086727,Gold,1/31/2023,408.74,99170960
53089607,Platinum,1/31/2023,567.87,19363037
53091928,Basic,1/31/2023,235.6,21884529
53107499,Basic,1/31/2023,237.09,83653716
53161068,Gold,1/31/2023,945.53,34071507
53170488,Basic,1/31/2023,219.2,63017679
53192110,Gold,1/31/2023,588.04,43475567
53204515,Basic,1/31/2023,689.65,81312367
53211412,Gold,1/31/2023,69.51,18123001
53234515,Basic,1/31/2023,854.67,88384581
53240505,Platinum,1/31/2023,188.87,42958626
53260868,Basic,1/31/2023,966.85,79977068
53332086,Basic,1/31/2023,273.51,38939428
53366488,Gold,1/31/2023,337.18,1827290
53376344,Basic,1/31/2023,228.65,45976451
53380359,Gold,1/31/2023,0.81,63277174
53421312,Gold,1/31/2023,937.86,74680030
53496996,Gold,1/31/2023,303.15,87129966
53502347,Platinum,1/31/2023,18.89,73487827
53513558,Basic,1/31/2023,235.44,30940095
53518299,Gold,1/31/2023,953.96,52932200
53538823,Gold,1/31/2023,750.37,53980989
53634705,Gold,1/31/2023,853.12,30883039
53665038,Platinum,1/31/2023,624.95,15420228
53727603,Platinum,1/31/2023,517.25,21035251
53753986,Gold,1/31/2023,252.69,70147733
53754887,Gold,1/31/2023,162.05,42487071
53762957,Basic,1/31/2023,245.78,98660403
53764356,Gold,1/31/2023,447.88,58627979
53831793,Gold,1/31/2023,799.66,76178754
53845552,Gold,1/31/2023,285.52,67831785
53845615,Basic,1/31/2023,597.04,53284971
53858816,Joint,1/31/2023,539.38,35671968
53858816,Joint,1/31/2023,539.38,58463149
53884266,Platinum,1/31/2023,21.72,12397993
53884626,Platinum,1/31/2023,478.38,80321453
53887772,Basic,1/31/2023,541.43,9742146
53959112,Basic,1/31/2023,103.99,1286624
53960481,Gold,1/31/2023,490.82,63959699
53971767,Basic,1/31/2023,958.87,64046779
53977562,Basic,1/31/2023,398.76,43800510
54032229,Basic,1/31/2023,176.12,91467409
54033811,Platinum,1/31/2023,534.83,63614627
54067346,Basic,1/31/2023,180.91,46958523
54071589,Gold,1/31/2023,765.81,79913533
54137851,Platinum,1/31/2023,30.67,61272984
54154999,Basic,1/31/2023,962.14,19663351
54189995,Gold,1/31/2023,401.27,83752042
54230889,Basic,1/31/2023,597.31,55519151
54278560,Basic,1/31/2023,161.8,53679828
54288062,Basic,1/31/2023,336.75,68699676
54300071,Gold,1/31/2023,317.35,91345086
54301151,Platinum,1/31/2023,408.16,4970441
54307382,Gold,1/31/2023,452.52,25776705
54349805,Basic,1/31/2023,752.49,19353031
54377130,Basic,1/31/2023,425.86,56387568
54377538,Basic,1/31/2023,845.93,51972414
54405539,Gold,1/31/2023,397.2,95126980
54452317,Gold,1/31/2023,358.39,23878211
54458410,Gold,1/31/2023,973.1,23707105
54541943,Gold,1/31/2023,433.92,75040734
54565625,Basic,1/31/2023,472.76,21611630
54570251,Platinum,1/31/2023,430.68,24846281
54589543,Gold,1/31/2023,817.51,38862266
54673873,Gold,1/31/2023,71.58,2708150
54720837,Basic,1/31/2023,166.15,48940757
54786481,Basic,1/31/2023,96.87,62762542
54824933,Platinum,1/31/2023,721.47,30658987
54852109,Gold,1/31/2023,521.7,49342573
54868017,Gold,1/31/2023,789.86,71462944
54878364,Gold,1/31/2023,80.24,6668693
54910290,Basic,1/31/2023,11.12,15338700
54932317,Gold,1/31/2023,378.86,75489009
54937975,Basic,1/31/2023,218.66,91548641
54958511,Platinum,1/31/2023,454.61,54993666
54958587,Gold,1/31/2023,874.83,17749521
54997427,Gold,1/31/2023,825.84,34124295
55009163,Gold,1/31/2023,435.8,13415096
55022533,Gold,1/31/2023,341.29,31384889
55088029,Basic,1/31/2023,920.53,52264623
55106431,Basic,1/31/2023,460.48,47846396
55122249,Platinum,1/31/2023,43.86,28732441
55168205,Basic,1/31/2023,578.4,69619118
55304418,Basic,1/31/2023,968.71,26132993
55341552,Basic,1/31/2023,768.94,98194446
55353228,Gold,1/31/2023,923.38,97927560
55397453,Basic,1/31/2023,820.88,14099095
55398856,Gold,1/31/2023,663.43,56507364
55459151,Gold,1/31/2023,451.21,66320505
55472786,Gold,1/31/2023,634.29,8132455
55513887,Platinum,1/31/2023,722.45,34949883
55552232,Gold,1/31/2023,953.87,47071077
55590263,Basic,1/31/2023,605.12,94689409
55607955,Gold,1/31/2023,274.23,75659669
55714753,Basic,1/31/2023,703.59,25167214
55753843,Gold,1/31/2023,524.57,87261485
55791547,Basic,1/31/2023,758.17,92599332
55795603,Basic,1/31/2023,241.17,65263176
55819086,Basic,1/31/2023,608.13,28073527
55912413,Basic,1/31/2023,297.61,65939146
55916056,Gold,1/31/2023,377.36,63451326
55975906,Basic,1/31/2023,112.69,9810478
55986027,Basic,1/31/2023,38.94,52570643
55986093,Gold,1/31/2023,586.34,67066640
56041976,Basic,1/31/2023,56.45,97650812
56070421,Gold,1/31/2023,286.85,77895125
56094156,Joint,1/31/2023,531.43,64603296
56094156,Joint,1/31/2023,531.43,11349986
56116199,Gold,1/31/2023,615.98,68878116
56120063,Gold,1/31/2023,94.32,44167496
56189750,Basic,1/31/2023,365.48,59339264
56297850,Gold,1/31/2023,320.47,2322914
56422161,Gold,1/31/2023,990.84,62092472
56453199,Gold,1/31/2023,605.38,71623869
56458213,Gold,1/31/2023,731.3,99878891
56468624,Platinum,1/31/2023,655.33,22444647
56483442,Gold,1/31/2023,151.85,36729733
56573058,Platinum,1/31/2023,34.66,11837534
56609826,Basic,1/31/2023,14.24,85398213
56723864,Basic,1/31/2023,246.21,85268918
56751728,Gold,1/31/2023,610.52,31039179
56759680,Basic,1/31/2023,479.7,39853506
56760248,Gold,1/31/2023,571.55,35539614
56842874,Gold,1/31/2023,22.02,4306851
56843498,Platinum,1/31/2023,509.55,91003574
56875373,Platinum,1/31/2023,633.79,66418439
56878640,Basic,1/31/2023,846.85,97844791
56899079,Gold,1/31/2023,445.39,1130033
56922739,Basic,1/31/2023,174.07,55191371
56936624,Basic,1/31/2023,503.74,53405147
56946115,Platinum,1/31/2023,298.13,14764865
57027965,Gold,1/31/2023,979.57,61723309
57043647,Platinum,1/31/2023,552.06,13324623
57063886,Joint,1/31/2023,384.17,51633876
57063886,Joint,1/31/2023,384.17,9056021
57071366,Gold,1/31/2023,911.45,68939304
57084496,Gold,1/31/2023,58.05,26325259
57096259,Joint,1/31/2023,540.54,83555985
57096259,Joint,1/31/2023,540.54,14269318
57108303,Gold,1/31/2023,737.04,57161447
57121657,Basic,1/31/2023,847.9,7637014
57133159,Gold,1/31/2023,734.4,46012405
57145139,Gold,1/31/2023,708.46,15236607
57148382,Gold,1/31/2023,638.49,32388147
57160773,Basic,1/31/2023,802.9,82685623
57186194,Gold,1/31/2023,824.69,92025090
57224848,Joint,1/31/2023,30.59,5704707
57224848,Joint,1/31/2023,30.59,43197459
57273397,Basic,1/31/2023,403.21,29321878
57300901,Basic,1/31/2023,302.87,4794025
57302841,Platinum,1/31/2023,341.02,66722385
57372684,Platinum,1/31/2023,249.26,25129378
57395511,Gold,1/31/2023,747.89,63217625
57413609,Gold,1/31/2023,219.01,38100104
57426365,Platinum,1/31/2023,606.03,49389480
57436108,Gold,1/31/2023,899.46,62421788
57446648,Gold,1/31/2023,542.41,23359047
57450523,Basic,1/31/2023,609.41,90272984
57507102,Gold,1/31/2023,374.17,70483435
57584855,Gold,1/31/2023,37.86,42827700
57610201,Gold,1/31/2023,931.52,35209091
57612494,Joint,1/31/2023,499.3,95239034
57612494,Joint,1/31/2023,499.3,83000812
57675131,Platinum,1/31/2023,410.85,17723157
57687949,Gold,1/31/2023,542.92,47870429
57717550,Joint,1/31/2023,832.39,84399088
57717550,Joint,1/31/2023,832.39,7497160
57790631,Basic,1/31/2023,893.46,28145258
57886631,Basic,1/31/2023,369.6,26906846
57897038,Platinum,1/31/2023,399.72,49037587
57941886,Basic,1/31/2023,270.81,12872505
57948925,Basic,1/31/2023,194.11,34409128
57975842,Basic,1/31/2023,101.94,41224419
58009817,Gold,1/31/2023,887.22,52235668
58099419,Basic,1/31/2023,185.74,94036567
58126511,Joint,1/31/2023,940.27,78645352
58126511,Joint,1/31/2023,940.27,58103961
58176810,Gold,1/31/2023,219.07,36901203
58182495,Platinum,1/31/2023,223.57,39031403
58216756,Basic,1/31/2023,642.13,13012723
58249518,Basic,1/31/2023,14.63,14588338
58254002,Platinum,1/31/2023,94.53,75456702
58258401,Gold,1/31/2023,873.05,93090076
58265755,Gold,1/31/2023,494.05,12588855
58290957,Basic,1/31/2023,580.25,55453222
58304487,Platinum,1/31/2023,5.31,29603031
58305943,Basic,1/31/2023,970.56,28223167
58306431,Gold,1/31/2023,576.56,14422849
58332273,Basic,1/31/2023,299.3,12742210
58345258,Gold,1/31/2023,749.07,95269126
58362636,Gold,1/31/2023,89.45,38962081
58384131,Gold,1/31/2023,327.68,18729787
58385320,Basic,1/31/2023,693.52,39072350
58400012,Gold,1/31/2023,606.79,47433185
58434725,Basic,1/31/2023,365.9,64328732
58458443,Basic,1/31/2023,903.64,28690699
58489789,Basic,1/31/2023,460.5,26068711
58491429,Basic,1/31/2023,937.47,83975113
58533748,Gold,1/31/2023,490.86,38454417
58547184,Basic,1/31/2023,218.22,59137057
58558145,Gold,1/31/2023,495.35,65256833
58586275,Gold,1/31/2023,916.97,30544807
58668564,Gold,1/31/2023,813.28,39434368
58683711,Platinum,1/31/2023,12.76,17468931
58703801,Basic,1/31/2023,520.81,38283653
58720727,Gold,1/31/2023,471.56,31882285
58728550,Basic,1/31/2023,250.26,24468705
58785108,Gold,1/31/2023,473.41,99433493
58810775,Platinum,1/31/2023,747.44,55163832
58811985,Gold,1/31/2023,616.7,70787040
58822254,Basic,1/31/2023,79.7,25507597
58830897,Basic,1/31/2023,834.24,78969581
58837121,Gold,1/31/2023,160.48,91958797
58873428,Gold,1/31/2023,191.58,86003740
58874842,Basic,1/31/2023,347.73,4782810
58897654,Platinum,1/31/2023,210.05,2488178
58925998,Basic,1/31/2023,855.45,13364998
58930654,Gold,1/31/2023,661.48,87337663
58937028,Basic,1/31/2023,626.96,61126759
58995891,Basic,1/31/2023,12.92,32692086
59110895,Basic,1/31/2023,605.5,97934007
59128512,Basic,1/31/2023,305.71,32914121
59135815,Basic,1/31/2023,240.6,17893118
59152169,Basic,1/31/2023,148.6,37329529
59167707,Platinum,1/31/2023,904.43,19443567
59198134,Basic,1/31/2023,122.62,95283111
59201002,Basic,1/31/2023,780.85,9047077
59235925,Gold,1/31/2023,647.8,97545959
59238438,Gold,1/31/2023,105.1,87088344
59252971,Gold,1/31/2023,803.65,55717348
59265775,Basic,1/31/2023,695.02,23283666
59379884,Gold,1/31/2023,139.54,15490058
59405362,Basic,1/31/2023,503.89,26581306
59432049,Gold,1/31/2023,387.57,91083597
59450573,Basic,1/31/2023,888.65,75616139
59455653,Gold,1/31/2023,4.64,53605869
59510370,Platinum,1/31/2023,523.1,88462452
59529922,Gold,1/31/2023,516.09,36281409
59575867,Basic,1/31/2023,576.66,46535272
59591324,Basic,1/31/2023,509.65,11962542
59640238,Gold,1/31/2023,993.42,3120689
59653557,Basic,1/31/2023,649.61,19978668
59663741,Basic,1/31/2023,642.86,37852798
59684752,Basic,1/31/2023,14.43,49061672
59705091,Gold,1/31/2023,631.05,72072902
59737910,Basic,1/31/2023,523.19,34582753
59855808,Basic,1/31/2023,172.54,78349738
59867000,Basic,1/31/2023,62.01,91437344
59876714,Basic,1/31/2023,938.46,9186886
59933973,Basic,1/31/2023,29.98,13340743
59961433,Gold,1/31/2023,267.05,79127552
59980709,Gold,1/31/2023,781.42,95834795
59984692,Basic,1/31/2023,818.03,6024195
59989722,Basic,1/31/2023,816.77,58848238
60017511,Joint,1/31/2023,859.48,77566831
60017511,Joint,1/31/2023,859.48,87993501
60114464,Basic,1/31/2023,972.56,5671967
60138058,Basic,1/31/2023,686.46,63274244
60184250,Joint,1/31/2023,70.89,58354240
60184250,Joint,1/31/2023,70.89,72101199
60189055,Platinum,1/31/2023,814.54,84036732
60193174,Gold,1/31/2023,740.53,28027793
60202402,Gold,1/31/2023,783.7,29270250
60220702,Gold,1/31/2023,937.23,58468724
60222199,Gold,1/31/2023,350.4,1717274
60238192,Basic,1/31/2023,307.97,5873582
60367416,Basic,1/31/2023,754.86,30532049
60371134,Gold,1/31/2023,444.57,44218521
60383549,Gold,1/31/2023,268.15,40635830
60417212,Platinum,1/31/2023,653.31,92172214
60459342,Gold,1/31/2023,734.15,16370097
60522190,Basic,1/31/2023,965.46,97335226
60659147,Platinum,1/31/2023,323.85,16585142
60667043,Gold,1/31/2023,937.62,81635721
60684197,Gold,1/31/2023,752.92,95337167
60707792,Gold,1/31/2023,220.35,68658153
60711202,Gold,1/31/2023,869.92,35030836
60730902,Platinum,1/31/2023,243.72,34112750
60751083,Gold,1/31/2023,115.23,91446891
60755797,Joint,1/31/2023,207.78,59975188
60755797,Joint,1/31/2023,207.78,8912581
60789634,Basic,1/31/2023,379.4,3679413
60819695,Gold,1/31/2023,38.96,70293925
60860851,Basic,1/31/2023,17.96,39258394
60866500,Basic,1/31/2023,523.13,63091676
60916657,Platinum,1/31/2023,893.41,19568567
60930856,Gold,1/31/2023,445.07,84510129
60955647,Gold,1/31/2023,546.28,34828967
60966485,Gold,1/31/2023,774.41,51817451
60996794,Basic,1/31/2023,27.98,72296511
61087394,Basic,1/31/2023,112.81,87142111
61101757,Basic,1/31/2023,992.2,38434412
61152319,Gold,1/31/2023,471.31,4085080
61178950,Basic,1/31/2023,104.88,37666929
61181609,Gold,1/31/2023,44.55,69832504
61279456,Basic,1/31/2023,814.3,14049841
61419726,Gold,1/31/2023,932.41,41474587
61423373,Basic,1/31/2023,87.17,27880311
61450849,Basic,1/31/2023,890.19,64535809
61493381,Basic,1/31/2023,569.94,8230677
61512912,Basic,1/31/2023,328,35572937
61555609,Gold,1/31/2023,505.76,11239392
61578713,Gold,1/31/2023,209.89,67571861
61582769,Basic,1/31/2023,325.47,50483618
61593392,Gold,1/31/2023,621.21,16377655
61634340,Basic,1/31/2023,83.85,56920292
61642813,Basic,1/31/2023,760.74,92642372
61644310,Basic,1/31/2023,709.97,34412222
61649729,Basic,1/31/2023,848.76,95960181
61661386,Basic,1/31/2023,524.42,68348177
61676204,Basic,1/31/2023,88.85,13177884
61682186,Basic,1/31/2023,959.96,15091580
61687835,Basic,1/31/2023,739,98069225
61720005,Gold,1/31/2023,687.35,11183920
61724951,Gold,1/31/2023,656.25,26882908
61781801,Basic,1/31/2023,699.78,5095473
61847987,Basic,1/31/2023,874.22,91382721
61860337,Basic,1/31/2023,892.77,54445053
61884944,Platinum,1/31/2023,123.93,64069658
61941956,Platinum,1/31/2023,137.19,31642202
61979134,Basic,1/31/2023,574.77,78983438
61999896,Platinum,1/31/2023,788.63,97588481
62077439,Gold,1/31/2023,333.47,27606480
62141083,Gold,1/31/2023,17.63,23083235
62147353,Platinum,1/31/2023,783.96,39123149
62158499,Basic,1/31/2023,581.72,69149346
62191488,Gold,1/31/2023,652.76,21978865
62213525,Gold,1/31/2023,45.68,60293593
62222306,Gold,1/31/2023,304.45,15491759
62227017,Gold,1/31/2023,177.72,53059331
62251465,Basic,1/31/2023,304.55,70400338
62256127,Gold,1/31/2023,784.39,28577325
62276269,Gold,1/31/2023,575.1,2048495
62289297,Basic,1/31/2023,802.44,46764864
62320219,Gold,1/31/2023,178.4,34060998
62332278,Platinum,1/31/2023,970.66,30316840
62362650,Basic,1/31/2023,650.79,58004373
62412215,Basic,1/31/2023,766.15,29345299
62414886,Basic,1/31/2023,489.04,81985753
62470872,Gold,1/31/2023,436.81,95588464
62477219,Gold,1/31/2023,715.67,47189463
62511159,Gold,1/31/2023,347.79,52957335
62567104,Basic,1/31/2023,53.95,68049286
62580854,Basic,1/31/2023,421.59,90600897
62584374,Gold,1/31/2023,334.08,93755177
62671957,Gold,1/31/2023,168.03,91214999
